Nr	Sent	score	fi	punc	adv	itj	other	blocked
874	In der Schlafkammer klappte eine Schranktür und der Gerufene trat hervor, in der einen Hand eine sogenannte Holzschenvioline, d.h. einen alten Holzschuh, mit drei bis vier zerschabten Geigensaiten überspannt, in der andern einen Bogen, ganz des Instruments würdig.	1	0	0	1	0	0	false
875	– »Kommt   nur herein!« sagte er dann, »Ihr werdet uns den Hals nicht abschneiden.«	2	0	1	2	0	0	true
876	Der Knabe erschien ihr wie zusammengeschrumpft, auch seine Kleider waren nicht dieselben, nein, das war ihr Kind nicht!	5	1	1	1	0	0	false
877	Friedrich faßte sie mit der Hand, besah sie oben, unten, wandte sie um.	2	0	0	2	0	0	false
878	In der Küche befanden sich außer dem Manne eine Frau in den mittlern Jahren, eine alte Mutter und fünf Kinder.	0	0	0	0	0	0	false
879	»Ich kenne sie nicht.«	0	0	0	0	0	0	true
880	Mit schiefem Halse, gekrümmtem Rücken, die ganze Gestalt gebrochen und kraftlos; langes, schneeweißes Haar hing um sein Gesicht, das den verzogenen Ausdruck langen Leidens trug.	0	0	0	0	0	0	false
881	»Da, Johannes!« sagte er und reichte ihm mit einer Gönnermiene das Kunstwerk; »da ist die Violine, die ich dir versprochen habe.	2	0	1	2	0	0	true
882	Ein Blutfleck ward sichtbar; er schien zu schaudern, aber er wiederholte noch einmal sehr bestimmt:	3	0	0	3	0	0	false
883	Eine armselige Figur!	2	0	1	0	0	0	false
884	So ging er gerade auf sein verkümmertes Spiegelbild zu, seinerseits mit einer Haltung bewußter Würde und Selbständigkeit, die in diesem Augenblicke den Unterschied zwischen beiden sonst merkwürdig ähnlichen Knaben stark hervortreten ließ.	4	0	0	4	0	0	false
885	– »Ein Bett können wir Euch nicht geben,« sagte sie; »aber ich will hier eine gute Streu machen; Ihr müßt Euch schon so behelfen.«	3	2	0	3	0	0	true
886	– Johannes warf noch einmal einen scheuen Blick auf Margreth, streckte dann langsam seine Hand aus, bis er das Dargebotene fest ergriffen hatte, und brachte es wie verstohlen unter die Flügel seines armseligen Jäckchens.	3	0	0	3	0	0	true
887	Es blieb nichts übrig, als das Verhör zu schließen.	0	0	0	0	0	0	false
888	Der Gerichtschreiber seufzte vor Unmut.	0	0	0	0	0	0	false
889	Die Frau ging schweigend an den Herd und legte frisches Reisig zu.	0	0	0	0	0	0	false
890	Mein Spielen ist vorbei, ich muß jetzt Geld verdienen.«	2	1	0	2	0	0	true
891	Er selbst wußte um nichts mehr, und hatte nur einen Versuch zu möglicher Entdeckung durch Überraschung machen wollen.	3	0	0	3	0	0	false
892	– Der Heimgekehrte ward als Johannes Niemand erkannt, und er selbst bestätigte, daß er derselbe sei, der einst mit Friedrich Mergel entflohen.	2	0	0	2	0	0	true
893	Ihre Gedanken hatten eine andere, sehr ernste Richtung genommen, und sie blickte mit unruhigem Auge von einem auf den andern.	1	0	0	1	0	0	false
894	Den Blaukitteln schien durch das Aufsehen, das der Vorgang gemacht und die darauf folgenden geschärften Maßregeln der Mut genommen; sie waren von nun an wie verschwunden, und obgleich späterhin noch mancher Holzfrevler erwischt wurde, fand man doch nie Anlaß, ihn der berüchtigten Bande zuzuschreiben.	5	0	0	5	0	0	false
895	Das Dorf war am folgenden Tage voll von den Abenteuern des so lange Verschollenen.	1	0	0	1	0	0	false
896	– »Gott's Lohn!« versetzte der Fremde; »ich bin's wohl schlechter gewohnt.«	1	1	1	1	0	0	true
897	Margreth stand ganz still und ließ die Kinder gewähren.	1	0	0	1	0	0	false
898	Denjenigen, die vielleicht auf den Ausgang dieser Begebenheit gespannt sind, muß ich sagen, daß diese Geschichte nie aufgeklärt wurde, obwohl noch viel dafür geschah und diesem Verhöre mehrere folgten.	3	0	0	3	0	0	true
899	Es würde in einer erdichteten Geschichte unrecht sein, die Neugier des Lesers so zu täuschen.	2	0	0	1	0	1	false
900	Die Judenbuche	0	0	0	0	0	0	false
901	Das junge Volk hatte zwar keine Erinnerungen von ihm, aber die Alten fanden seine Züge noch ganz wohl heraus, so erbärmlich entstellt er auch war.	9	1	0	7	0	0	false
902	Sie saß wieder am Spinnrade.	1	0	0	1	0	0	false
903	Der fremde Knabe hatte sich wieder über die Kohlen gebeugt mit einem Ausdruck augenblicklichen Wohlbehagens, der an Albernheit grenzte, während in Friedrichs Zügen der Wechsel eines offenbar mehr selbstischen als gutmütigen Mitgefühls spielte und sein Auge in fast glasartiger Klarheit zum erstenmale bestimmt den Ausdruckjenes ungebändigten Ehrgeizes und Hanges zum Großtun zeigte, der nachher als so starkes Motiv seiner meisten Handlungen hervortrat.	6	0	0	6	0	0	false
904	Die Axt lag zwanzig Jahre nachher als unnützes Corpus delicti im Gerichtsarchiv, wo sie wohl noch jetzt ruhen mag mit ihren Rostflecken.	8	2	0	4	0	0	false
905	Annette von Droste-Hülshoff	0	0	0	0	0	0	false
906	Jeder wollte den Mann aus der Türkei sehen, und man wunderte sich beinahe, daß er noch aussehe wie andere Menschen.	2	0	0	2	0	0	false
907	Der Ruf seiner Mutter störte ihn aus Gedanken, die ihm ebenso neu als angenehm waren.	1	0	0	1	0	0	false
908	Am nächsten Sonntage stand Friedrich sehr früh auf, um zur Beichte zu gehen.	1	0	0	1	0	0	false
909	aus dem gebirgichten Westfalen	0	0	0	0	0	0	false
910	»Und woher habt Ihr den schiefen Hals?«	0	0	1	0	0	0	true
911	Friedrich sah auf und wandte sich, da er nichts weiter vernahm, wieder zu seinem Schützling.	2	0	0	2	0	0	false
912	Es war Mariä Himmelfahrt und die Pfarrgeistlichen schon vor Tagesanbruch im Beichtstuhle.	3	1	0	1	0	0	false
913	Aber dies alles hat sich wirklich zugetragen; ich kann nichts davon oder dazutun.	0	0	0	0	0	0	true
914	Ein Sittengemälde	0	0	0	0	0	0	false
915	»Johannes, Johannes, was seid Ihr grau geworden!« sagte eine alte Frau.	0	0	1	0	0	0	true
916	»Friedrich,« sagte sie zögernd, »sag einmal –« und schwieg dann.	2	0	0	2	0	0	true
917	– »Und was ist aus Mergel geworden?	2	0	1	0	0	0	true
918	»Was ist das für ein Junge?	2	0	1	0	0	0	true
919	In der Küche mußte sein Gebetbuch auf dem Sims liegen und er hoffte, es mit Hülfe des schwachen Mondlichts zu finden; es war nicht da.	1	0	0	1	0	0	false
920	So fest, daß ohne Zittern sie den Stein	1	0	0	1	0	0	false
921	Wo ist die Hand so zart, daß ohne Irren	1	0	0	1	0	0	false
922	– »Vom Holz- und Wassertragen in der Sklaverei,« versetzte er.	0	0	0	0	0	0	true
923	»Nein, höre –« und dann leiser:	1	1	0	1	0	0	true
924	Nachdem er sich im Finstern angekleidet, verließ er so geräuschlos wie möglich den engen Verschlag, der ihm in Simons Hause eingeräumt war.	1	0	0	1	0	0	false
925	Sie sondern mag beschränkten Hirnes Wirren,	0	0	0	0	0	0	false
926	– Friedrich antwortete ebenso leise:	1	0	0	1	0	0	true
927	»Sollte er nachtwandeln?« dachte Friedrich, und verhielt sich ganz still.	1	0	1	1	0	0	true
928	Wer wagt es, eitlen Blutes Drang zu messen,	0	0	0	0	0	0	false
929	Wenn Ihr an ihn denkt, betet für ihn,« fügte er hinzu, »er wird es wohl nötig haben.«	1	1	0	1	0	0	true
930	»Das ist des Ohms Simon Schweinehirt, der eine Botschaft an den Hülsmeyer hat.	0	0	0	0	0	0	true
931	Ihr seid doch zusammen fortgelaufen?«	2	0	1	2	0	0	true
932	Wie heißt er?«	0	0	1	0	0	0	true
933	Er warf die Augen suchend umher und fuhr zusammen; in der Kammertür stand Simon, fast unbekleidet, seine dürre Gestalt, sein ungekämmtes, wirres Haar und die vom Mondschein verursachte Blässe des Gesichts gaben ihm ein schauerlich verändertes Ansehen.	1	0	0	1	0	0	false
934	Mag schleudern auf ein arm verkümmert Sein?	2	0	1	0	0	0	false
935	– »Freilich wohl; aber ich weiß nicht, wo er ist, wir sind voneinander gekommen.	3	1	0	3	0	0	true
936	– »Ohm, seid Ihr's?	2	0	1	0	0	0	true
937	In junge Brust die zähen Wurzeln trieb,	0	0	0	0	0	0	false
938	– »Nicht?« sagte Johannes und horchte gespannt auf, als man ihm erzählte, was der Gutsherr geflissentlich verbreitet hatte, um den Fleck von Mergels Namen zu löschen.	0	0	1	0	0	0	true
939	– »Nun –?« sagte Margreth.	1	0	1	1	0	0	true
940	– »Friedrich, wohin?« flüsterte der Alte.	0	0	1	0	0	0	true
941	Zu wägen jedes Wort, das unvergessen	0	0	0	0	0	0	false
942	Man fragte ihn, warum Friedrich sich denn aus dem Staube gemacht, da er den Juden doch nicht erschlagen?	4	0	1	2	0	0	false
943	Der Ohm hat mir ein Paar Schuhe und eine Weste von Drillich gegeben; die hat mir der Junge unterwegs getragen; dafür hab' ich ihm meine Violine versprochen; er ist ja doch ein armes Kind; Johannes heißt er.«	3	1	0	3	0	0	true
944	Du Glücklicher, geboren und gehegt	0	0	0	0	0	0	true
945	Er seufzte tief und fragte nun seinerseits nach manchem.	2	0	0	2	0	0	false
946	– »Wie heißt er weiter?«	0	0	1	0	0	0	true
947	– »Das will ich,« sagte Friedrich.	0	0	0	0	0	0	true
948	Im lichten Raum, von frommer Hand gepflegt,	0	0	0	0	0	0	false
949	Ich will beichten gehen.«	0	0	0	0	0	0	true
950	Des Vorurteils geheimen Seelendieb?	2	0	1	0	0	0	false
951	»Also ganz umsonst,« sagte er nachdenkend, »ganz umsonst so viel ausgestanden!«	7	0	1	7	0	0	true
952	– »Was willst du, Mutter?«	0	0	1	0	0	0	true
953	– »Das dacht' ich mir; geh in Gottes Namen, aber beichte wie ein guter Christ.«	1	0	0	1	0	0	true
954	Er hatte zuletzt Bettelbrod gegessen und war   in einem fremden Schuppen auf dem Stroh gestorben.	1	0	0	1	0	0	false
955	– Er hat keinen Vater,« fügte er leiser hinzu.	0	0	0	0	0	0	true
956	du sollst kein Zeugnis ablegen gegen deinen Nächsten.«	0	0	0	0	0	0	true
957	Laß ruhn den Stein – er trifft dein eignes Haupt!	2	0	1	0	0	0	true
958	Margreth hatte länger gelebt, aber in völliger Geistesdumpfheit.	1	0	0	1	0	0	false
959	Simon war lange tot, aber zuvor noch ganz verarmt, durch Prozesse und böse Schuldner, die er nicht gerichtlich belangen durfte, weil es, wie man sagte, zwischen ihnen keine reine Sache war.	4	0	0	4	0	0	false
960	– »Ja – weiter nicht – oder, warte – doch: Niemand, Johannes Niemand heißt er.	2	1	0	2	0	0	true
961	– »Denk an die zehn Gebote:	0	0	0	0	0	0	true
962	Leg hin die Waagschal', nimmer dir erlaubt!	4	0	1	2	0	0	true
963	– »Nein, gar keines; du bist schlecht unterrichtet; wer einen andern in der Beichte anklagt, der empfängt das Sakrament unwürdig.«	1	1	0	1	0	0	true
964	Friedrich Mergel, geboren 1738, war der einzige Sohn eines sogenannten Halbmeiers oder Grundeigentümers geringerer Klasse im Dorfe B., das, so schlecht gebaut und rauchig es sein mag, doch das Auge jedes Reisenden fesselt durch die überaus malerische Schönheit seiner Lage in der grünen Waldschlucht eines bedeutenden und geschichtlich merkwürdigen Gebirges.	3	0	0	3	0	0	false
965	Dennoch hatte sie nicht eigentlich Not gelitten; die Gutsherrschaft sorgte sehr für sie, schickte ihr täglich das Essen und ließ ihr auch ärztliche Behandlung zukommen, als ihr kümmerlicher Zustand in völlige Abzehrung übergegangen war.	6	1	0	4	0	0	false
966	– »So, Friedrich«, sagte sie, »laß den Jungen gehen, daß er seine Bestellung machen kann.	1	0	0	1	0	0	true
967	Margreth stand auf und ging in die Kammer.	0	0	0	0	0	0	false
968	– »Kein falsches!«	0	0	1	0	0	0	true
969	–	0	0	0	0	0	0	true
970	Die Leute im Dorf waren es bald müde geworden, ihr beizustehen, da sie alles verkommen ließ, was man ihr gab, wie es denn die Art der Menschen ist, gerade die Hülflosesten zu verlassen, solche, bei denen der Beistand nicht nachhaltig wirkt und die der Hülfe immer gleich bedürftig bleiben.	5	0	0	5	0	0	false
971	Nach einer Weile kam sie heraus, mit einem harten, finstern Ausdruck in den Mienen.	0	0	0	0	0	0	false
972	– »Ohm, wie kommt Ihr darauf?« sagte Friedrich dann; »Eur Gewissen ist nicht rein; Ihr habt mich belogen.«	1	0	1	1	0	0	true
973	Unter höchst einfachen und häufig unzulänglichen Gesetzen waren die Begriffe der Einwohner von Recht und Unrecht einigermaßen in Verwirrung geraten, oder vielmehr, es hatte sich neben dem gesetzlichen ein zweites Recht gebildet, ein Recht der öffentlichen Meinung, der Gewohnheit und der durch Vernachlässigung entstandenen Verjährung.	3	0	0	3	0	0	false
974	– »Alles hin, alles tot!« seufzte Johannes.	0	0	1	0	0	0	true
975	Hast du zu Hause nichts zu tun?«	0	0	1	0	0	0	true
976	– »Ich?	2	0	1	0	0	0	true
977	Beide schwiegen.	0	0	0	0	0	0	false
978	Das Ländchen, dem es angehörte, war damals einer jener abgeschlossenen Erdwinkel ohne Fabriken und Handel, ohne Heerstraßen, wo noch ein fremdes Gesicht Aufsehen erregte, und eine Reise von dreißig Meilen selbst den Vornehmeren zum Ulysses seiner Gegend machte – kurz, ein Fleck, wie es deren sonst so viele in Deutschland gab, mit all den Mängeln und Tugenden, all der Originalität und Beschränktheit, wie sie nur in solchen Zuständen gedeihen.	6	0	0	6	0	0	true
979	In ihrem Hause wohnte jetzt der Sohn des ehemaligen Schweinehirten, der an jenem unglücklichen Abende Friedrichs Uhr so sehr bewundert hatte.	5	1	0	3	0	0	false
980	– Junge, was liegst du da in der Asche?	3	0	1	1	0	0	true
981	So fand ihn der Förster Brandis, der Sohn des Erschlagenen, den die Gutsherrschaft abgeschickt hatte, ihn ins Schloß zu holen.	1	0	0	1	0	0	false
982	»Warte, Johannes,« sagte Friedrich stolz, »ich will dir mein halbes Butterbrod geben, es ist mir doch zu groß, die Mutter schneidet allemal übers ganze Brod.«	2	0	0	2	0	0	true
983	– »Wo ist Eure Axt?«	0	0	1	0	0	0	true
984	Soviel darf man indessen behaupten, daß die Form schwächer, der Kern fester, Vergehen häufiger, Gewissenlosigkeit seltener waren.	1	0	0	1	0	0	false
985	DieGutsbesitzer, denen die niedere Gerichtsbarkeit zustand, straften und belohnten nach ihrer in den meisten Fällen redlichen Einsicht; der Untergebene tat, was ihm ausführbar und mit einem etwas weiten Gewissen verträglich schien, und nur dem Verlierenden fiel es zuweilen ein, in alten staubichten Urkunden nachzuschlagen.	3	0	0	3	0	0	false
986	Am Abend, als es dunkel geworden war und der Mond schien, sah man ihn im Schnee auf dem Kirchhofe umherhumpeln; er betete bei keinem Grabe, ging auch an keines dicht hinan, aber auf einige schien er aus der Ferne starre Blicke zu heften.	2	0	0	2	0	0	false
987	– Der Knabe raffte sich mit der Miene eines Verfolgten so eilfertig auf, daß ihm alle Glieder im Wege standen und die Holschenvioline bei einem Haar ins Feuer gefallen wäre.	1	0	0	1	0	0	true
988	So?«	1	0	1	1	0	0	true
989	Es ist schwer, jene Zeit unparteiisch ins Auge zu fassen; sie ist seit ihrem Verschwinden entweder hochmütig getadelt oder albern gelobt worden, da den, der sie erlebte, zuviel teure Erinnerungen blenden und der Spätergeborene sie nicht begreift.	0	0	0	0	0	0	false
990	– »Ja, aber er bekommt nichts mehr; Ohm Simon ißt um sieben Uhr.«	1	1	0	1	0	0	true
991	Auf der Tenne.«	0	0	0	0	0	0	true
992	Ein Menschenschlag, unruhiger und unternehmender als alle seine Nachbarn, ließ in dem kleinen Staate, von dem wir reden, manches weit greller hervortreten als anderswo unter gleichen Umständen.	1	0	0	1	0	0	true
993	Aber,« er musterte ihn durch die Brille, »du bist ja erbärmlich mitgenommen in der Türkei!«	1	1	1	1	0	0	true
994	Margreth wandte sich zu dem Knaben: »Hebt man dir nichts auf?	2	0	1	0	0	0	true
995	Beim Eintritt in das Wohnzimmer sah er scheu umher, wie vom Licht geblendet, und dann auf den Baron, der sehr zusammengefallen in seinem Lehnstuhl saß, aber noch immer mit den hellen Augen und dem roten Käppchen auf dem Kopfe wie vor achtundzwanzig Jahren; neben ihm die gnädige Frau, auch alt, sehr alt geworden.	7	0	0	7	0	0	false
996	– »Laß doch,« sagte Margreth, »er geht ja nach Hause.«	2	1	0	2	0	0	true
997	– »Meine Axt?	2	0	1	0	0	0	true
998	Denn wer nach seiner Überzeugung handelt, und sei sie noch so mangelhaft, kann nie ganz zugrunde gehen, wogegen nichts seelentötender wirkt, als gegen das innere Rechtsgefühl das äußere Recht in Anspruch nehmen.	5	0	0	5	0	0	false
999	»Nun, Johannes,« sagte der Gutsherr, »erzähl mir einmal recht ordentlich von deinen Abenteuern.	3	0	0	3	0	0	true
1000	Wo ist der alte?«	0	0	1	0	0	0	true
1001	Da jedoch große und ergiebige Waldungen den Hauptreichtum des Landes ausmachten, ward allerdings scharf über die Forsten gewacht, aber weniger auf gesetzlichem Wege, als in stets erneuten Versuchen, Gewalt und List mit gleichen Waffen zu überbieten.	5	0	0	5	0	0	false
1002	– »Aber warum lief der dumme Junge denn?	3	0	1	1	0	0	true
1003	– »Niemand,« stotterte das Kind.	0	0	0	0	0	0	true
1004	– »Habt Ihr einen neuen Stiel hineingemacht?	2	0	1	0	0	0	true
1005	Holz-und Jagdfrevel waren an der Tagesordnung, und bei den häufig vorfallenden Schlägereien hatte sich jeder selbst seines zerschlagenen Kopfes zu trösten.	1	0	0	1	0	0	false
1006	Johannes begann: wie Mergel ihn nachts von der Herde abgerufen und gesagt, er müsse mit ihm fort.	1	0	0	1	0	0	false
1007	Sprich, wer sorgt für dich?«	0	0	1	0	0	0	true
1008	Seine Lage inmitten tiefer und stolzer Waldeinsamkeit mochte schon früh den angeborenen Starrsinn der Gemüter nähren; die Nähe eines Flusses, der in die See mündete und bedeckte Fahrzeuge trug, groß genug, um Schiffbauholz bequem und sicher außer Land zu führen, trug sehr dazu bei, die natürliche Kühnheit der Holzfrevler ermutigen, und der Umstand, daß alles umher von Förstern wimmelte, konnte hier nur aufregend wirken, da bei den häufig vorkommenden Scharmützeln der Vorteil meist auf seiten der Bauern blieb.	10	2	0	6	0	0	false
1009	– Johannes sah vor sich nieder:	0	0	0	0	0	0	true
1010	Das sei Gott geklagt!	2	0	1	0	0	0	false
1011	Sieh,« fuhr er fort, »wenn ich mehr von der Geschichte weiß, als der Türpfosten da, so will ich ewig nicht selig werden.	2	0	0	2	0	0	true
1012	Dreißig, vierzig Wagen zogen zugleich aus in den schönen Mondnächten, mit ungefähr doppelt soviel Mannschaft jedes Alters, vom halbwüchsigen Knaben bis zum siebzigjährigen Ortsvorsteher, der als erfahrenerLeitbock den Zug mit gleich stolzem Bewußtsein anführte, als er seinen Sitz in der Gerichtsstube einnahm.	2	0	0	2	0	0	false
1013	– »Den kannst du heute bei Tag im Holzschuppen finden.	3	1	0	1	0	0	true
1014	Das Dorf B. galt für die hochmütigste, schlauste und kühnste Gemeinde des ganzen Fürstentums.	0	0	0	0	0	0	false
1015	Du weißt doch, daß er unschuldig war?«	1	0	1	1	0	0	true
1016	– »Niemand?« wiederholte sie; »da nimm, nimm!« fügte sie heftig hinzu; »du heißt Niemand und Niemand sorgt für dich!	3	0	3	1	0	0	true
1017	Geh,« fuhr er verächtlich fort, »ich dachte du seist ein Mann; aber du bist ein altes Weib, das gleich meint, das Haus brennt, wenn ihr Feuertopf raucht.	1	0	0	1	0	0	true
1018	Simon hatte so allerlei Geschäfte; mir sagte man nichts davon, aber ich glaube nicht, daß alles war, wie es sein sollte.«	1	0	0	1	0	0	true
1019	Friedrich, geh nicht mit ihm, hörst du, geht nicht zusammen durchs Dorf.«	1	0	0	1	0	0	true
1020	– Friedrich stand beklemmt und zweifelnd.	0	0	0	0	0	0	true
1021	Ein gelegentlicher Schuß, ein schwacher Schrei ließen wohl einmal eine junge Frau oder Braut auffahren; kein anderer achtete darauf.	4	1	0	2	0	0	false
1022	– »Was hat denn Friedrich dir gesagt?«	1	0	1	1	0	0	true
1023	»Ich weiß nicht recht, mich dünkt, es war wegen Holzgeschichten.	0	0	0	0	0	0	true
1024	Und nun mach dich fort!	3	0	1	1	0	0	true
1025	– Längst war ich zu Haus,« fügte er hinzu.	1	0	0	1	0	0	true
1026	Die Zurückgebliebenen horchten sorglos dem allmähligen Verhallen des Knarrens und Stoßens der Räder in den Hohlwegen und schliefen sacht weiter.	0	0	0	0	0	0	false
1027	Aber während sie flüsterten, hatte der Himmel sich bewölkt.	0	0	0	0	0	0	false
1028	In diesen Umgebungen ward Friedrich Mergel geboren, in einem Hause, das durch die stolze Zugabe eines Rauchfangs und minder kleiner Glasscheiben die Ansprüche seines Erbauers, sowie durch seine gegenwärtige Verkommenheit die kümmerlichen Umstände des jetzigen Besitzers bezeugte.	1	0	0	1	0	0	false
1029	So liefen wir bis Heerse; da war es noch dunkel und wir versteckten uns hinter das große Kreuz am Kirchhofe, bis es etwas heller würde, weil wir uns   vor den Steinbrüchen am Zellerfelde fürchteten; und wie wir eine Weile gesessen hatten, hörten wir mit einem Male über uns schnauben und stampfen und sahen lange Feuerstrahlen in der Luft gerade über dem Heerser Kirchturm.	5	0	0	5	0	1	true
1030	Ihr Gesicht war bleich wie ein Tuch.	0	0	0	0	0	0	false
1031	– »Ich will ja nur Holz holen aus dem Schuppen,« antwortete Friedrich.	2	1	0	2	0	0	true
1032	Er hätte viel darum gegeben, seines Ohms Gesicht sehen zu können.	1	0	0	1	0	0	false
1033	Beim ersten Morgengrau kehrte der Zug ebenso schweigend heim, die Gesichter glühend wie Erz, hier und dort einer mit verbundenem Kopf, was weiter nicht in Betracht kam, und nach ein paar Stunden war die Umgegend voll von dem Mißgeschick eines oder mehrerer Forstbeamten, die aus dem Walde getragen wurden, zerschlagen, mit Schnupftabak geblendet und für einige Zeit unfähig, ihrem Berufe nachzukommen.	6	1	0	4	0	0	false
1034	– »Nichts, als daß wir laufen müßten, sie wären hinter uns her.	0	0	0	0	0	0	true
1035	– Als beide Knaben fort waren, warf sich Margreth auf einen Stuhl und schlug die Hände mit dem Ausdruckdes tiefsten Jammers zusammen.	0	0	0	0	0	0	true
1036	Ohm, ich habe Euch ein schweres Gewissen zu danken.«	0	0	0	0	0	0	true
1037	Freilich hatten Unglücksfälle manches hiervon herbeigeführt; doch war auch viel Unordnung und böse Wirtschaft im Spiel.	3	0	0	3	0	0	false
1038	Johannes schien noch vor der Erinnerung zu schaudern, und der Gutsherr dachte an seinen seligen Kapp und dessen Abenteuer am Heerser Hange.	1	0	0	1	0	0	false
1039	»Simon, Simon, wie willst du vor Gott bestehen!«	0	0	1	0	0	0	true
1040	– »So geh, beicht!« flüsterte Simon mit bebender Stimme; »verunehre das Sakrament durch Angeberei und setze armen Leuten einen Spion auf den Hals, der schon Wege finden wird, ihnen das Stückchen Brod aus den Zähnen zu reißen, wenn er gleich nicht reden darf – geh!« –	3	1	2	3	0	0	true
1041	»Ich habe schwere Schuld,« seufzte Friedrich, »daß ich ihn den unrechten Weg geschickt – obgleich – doch, dies hab' ich nichtgedacht, nein, gewiß nicht.	4	1	0	2	0	0	true
1042	Das frühere Geländer um Hof und Garten war einem vernachlässigten Zaune gewichen, das Dach schadhaft, fremdes Vieh weidete auf den Triften, fremdes Korn wuchs auf dem Acker zunächst am Hofe, und der Garten enthielt, außer ein paar holzichten Rosenstöcken aus besserer Zeit, mehr Unkraut als Kraut.	1	0	0	1	0	0	false
1043	Wir sprangen auf und liefen, was wir konnten in Gottes Namen gerade aus, und wie es dämmerte, waren wir wirklich auf dem rechten Wege nach P.«	1	0	0	1	0	0	true
1044	»Ein falscher Eid, ein falscher Eid!« stöhnte sie.	0	0	1	0	0	0	true
